path,size_bytes,size_gib,modification_date_utc,experiment_family,method,tissues,seed,checkpoint_files,prediction_inference_artifacts,referenced_by_paper_tables,referenced_by_adapter_manifests,used_for_published_adapter,likely_needed_for_qualitative_figures_qc,classification,candidate_subartifacts,rationale
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_r8_a8_decoder_frozen_lr5e-5_e10_seed42_CLEAN,17326175,0.016136,2026-06-25T22:08:06+00:00,KLT 5-class within-slide margin128,LoRA,Kidney;Liver;Tonsil,42,NONE,log/2026-06-24T220904_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_r8_a8_decoder_frozen_lr5e-5_e10_seed42_CLEAN/inference_results.json [10222133 B]; log/2026-06-24T220904_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_r8_a8_decoder_frozen_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [19333 B]; log/2026-06-24T220904_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_r8_a8_decoder_frozen_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4546 B],NO,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,2915745059,2.715499,2026-06-29T19:58:36+00:00,KLT 5-class within-slide margin128,VeRA + AdaptFormer + decoder conv adapters,Kidney;Liver;Tonsil,42,log/2026-06-25T102125_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2886744412 B],log/2026-06-25T102125_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results.json [9996743 B]; log/2026-06-25T102125_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [19297 B]; log/2026-06-25T102125_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4517 B],YES,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN,5807752269,5.408891,2026-06-29T19:58:34+00:00,KLT 5-class within-slide margin128,VeRA + AdaptFormer + decoder conv adapters,Kidney;Liver;Tonsil,43,log/2026-06-26T150300_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2886744412 B]; log/2026-06-27T235829_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2886744412 B],log/2026-06-27T235829_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/inference_results.json [9930196 B]; log/2026-06-27T235829_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [19363 B]; log/2026-06-27T235829_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4519 B],YES,YES,NO,NO,KEEP_CRITICAL,log/2026-06-26T150300_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth,"Source run is referenced by an adapter manifest. Parent remains critical, but one superseded partial-attempt checkpoint is separately proposed as reclaimable after approval."
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,5786040152,5.388670,2026-06-29T19:58:36+00:00,KLT 5-class within-slide margin128,VeRA + AdaptFormer + NP/HV/NT final heads,Kidney;Liver;Tonsil,43,log/2026-06-26T150300_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2879891064 B]; log/2026-06-28T022341_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2879891064 B],log/2026-06-28T022341_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results.json [9929173 B]; log/2026-06-28T022341_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [19079 B]; log/2026-06-28T022341_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4364 B],YES,YES,NO,NO,KEEP_CRITICAL,log/2026-06-26T150300_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth,"Source run is referenced by an adapter manifest. Parent remains critical, but one superseded partial-attempt checkpoint is separately proposed as reclaimable after approval."
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_r16_a16_decoder_frozen_lr5e-5_e10_seed42_CLEAN,15978630,0.014881,2026-06-25T22:08:07+00:00,KLT 5-class within-slide margin128,VeRA,Kidney;Liver;Tonsil,42,NONE,log/2026-06-25T070650_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_r16_a16_decoder_frozen_lr5e-5_e10_seed42_CLEAN/inference_results.json [9730480 B]; log/2026-06-25T070650_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_r16_a16_decoder_frozen_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [18472 B]; log/2026-06-25T070650_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_r16_a16_decoder_frozen_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4066 B],NO,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_liver_5class_slide_adaptformer_gelu_red16_lr5e-5_e10_seed42_CLEAN,12644402,0.011776,2026-06-17T12:59:23+00:00,Liver 5-class slide-split exploratory,AdaptFormer,Liver,42,NONE,log/2026-06-16T195546_sthelar40x_liver_5class_slide_adaptformer_gelu_red16_lr5e-5_e10_seed42_CLEAN/inference_results.json [3736450 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_liver_5class_spatial_adaptformer_gelu_red16_lr5e-5_e10_seed42_CLEAN,10107979,0.009414,2026-06-16T15:49:54+00:00,Liver 5-class spatial exploratory (pre-margin128),AdaptFormer,Liver,42,NONE,log/2026-06-15T184950_sthelar40x_liver_5class_spatial_adaptformer_gelu_red16_lr5e-5_e10_seed42_CLEAN/inference_results.json [1211125 B],NO,NO,NO,YES,KEEP_CRITICAL,NONE,Explicitly referenced by qualitative-figure/QC selection code or report.
run/sthelar40x_liver_5class_spatial_adaptformer_gelu_red16_lr5e-5_e10_seed43_CLEAN,10033196,0.009344,2026-06-19T13:07:02+00:00,Liver 5-class spatial exploratory (pre-margin128),AdaptFormer,Liver,43,NONE,log/2026-06-18T150043_sthelar40x_liver_5class_spatial_adaptformer_gelu_red16_lr5e-5_e10_seed43_CLEAN/inference_results.json [1178207 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_liver_5class_spatial_fullft_lr1e-5_e10_seed42_KEEPALL_FISHER,8423074722,7.844600,2026-06-29T19:58:34+00:00,Liver 5-class spatial exploratory (pre-margin128),FullFT,Liver,42,log/2026-06-24T161831_sthelar40x_liver_5class_spatial_fullft_lr1e-5_e10_seed42_KEEPALL_FISHER/checkpoints/model_best.pth [8397780353 B],log/2026-06-24T161831_sthelar40x_liver_5class_spatial_fullft_lr1e-5_e10_seed42_KEEPALL_FISHER/inference_results.json [6154966 B]; log/2026-06-24T161831_sthelar40x_liver_5class_spatial_fullft_lr1e-5_e10_seed42_KEEPALL_FISHER/inference_results_qc_sweep_Jaccard.json [18715 B]; log/2026-06-24T161831_sthelar40x_liver_5class_spatial_fullft_lr1e-5_e10_seed42_KEEPALL_FISHER/inference_results_qc_sweep_Jaccard_summary.csv [4126 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,Non-canonical/exploratory checkpoint is costly to recreate and is not proven redundant; retain pending scientific owner review.
run/sthelar40x_liver_5class_spatial_fullft_lr5e-5_e10_seed42_CLEAN_TRUE,19706964,0.018354,2026-06-18T09:17:54+00:00,Liver 5-class spatial exploratory (pre-margin128),FullFT,Liver,42,NONE,log/2026-06-17T123846_sthelar40x_liver_5class_spatial_fullft_lr5e-5_e10_seed42_CLEAN_TRUE/inference_results.json [1197768 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_liver_5class_spatial_lora_adaptformer_ntonly_r8_a8_gelu_red16_lr5e-5_e10_seed42_CLEAN,10289351,0.009583,2026-06-17T12:59:23+00:00,Liver 5-class spatial exploratory (pre-margin128),LoRA Q/V + AdaptFormer,Liver,42,NONE,log/2026-06-16T194122_sthelar40x_liver_5class_spatial_lora_adaptformer_ntonly_r8_a8_gelu_red16_lr5e-5_e10_seed42_CLEAN/inference_results.json [1222012 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_liver_5class_spatial_lora_adaptformer_r4_a4_red16_lr5e-5_e10_seed42_CLEAN,13822273,0.012873,2026-06-18T09:17:54+00:00,Liver 5-class spatial exploratory (pre-margin128),LoRA Q/V + AdaptFormer,Liver,42,NONE,log/2026-06-17T171942_sthelar40x_liver_5class_spatial_lora_adaptformer_r4_a4_red16_lr5e-5_e10_seed42_CLEAN/inference_results.json [1213354 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_liver_5class_spatial_lora_adaptformer_r8_a8_gelu_red16_lr5e-5_e10_seed42_CLEAN,13884848,0.012931,2026-06-19T13:07:02+00:00,Liver 5-class spatial exploratory (pre-margin128),LoRA Q/V + AdaptFormer,Liver,42,NONE,log/2026-06-18T172706_sthelar40x_liver_5class_spatial_lora_adaptformer_r8_a8_gelu_red16_lr5e-5_e10_seed42_CLEAN/inference_results.json [1208859 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_liver_5class_spatial_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,2914153495,2.714017,2026-06-29T19:58:32+00:00,Liver 5-class spatial exploratory (pre-margin128),LoRA Q/V + AdaptFormer + decoder conv adapters,Liver,42,log/2026-06-19T153620_sthelar40x_liver_5class_spatial_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2901436690 B],log/2026-06-19T153620_sthelar40x_liver_5class_spatial_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results.json [1485636 B]; log/2026-06-19T153620_sthelar40x_liver_5class_spatial_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [10005 B]; log/2026-06-19T153620_sthelar40x_liver_5class_spatial_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [2768 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,Non-canonical/exploratory checkpoint is costly to recreate and is not proven redundant; retain pending scientific owner review.
run/sthelar40x_liver_5class_spatial_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,2903963818,2.704527,2026-06-29T19:58:36+00:00,Liver 5-class spatial exploratory (pre-margin128),LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Liver,42,log/2026-06-20T113354_sthelar40x_liver_5class_spatial_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2894586842 B],log/2026-06-20T113354_sthelar40x_liver_5class_spatial_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results.json [1457492 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,Non-canonical/exploratory checkpoint is costly to recreate and is not proven redundant; retain pending scientific owner review.
run/sthelar40x_liver_5class_spatial_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN,2907893075,2.708186,2026-06-29T19:58:32+00:00,Liver 5-class spatial exploratory (pre-margin128),LoRA Q/V + AdaptFormer + decoder last stage,Liver,42,log/2026-06-20T113354_sthelar40x_liver_5class_spatial_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2897434202 B],log/2026-06-20T113354_sthelar40x_liver_5class_spatial_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN/inference_results.json [1494652 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,Non-canonical/exploratory checkpoint is costly to recreate and is not proven redundant; retain pending scientific owner review.
run/sthelar40x_liver_5class_spatial_lora_r8_a8_lr5e-5_e10_seed42_CLEAN,9973530,0.009289,2026-06-16T15:49:54+00:00,Liver 5-class spatial exploratory (pre-margin128),LoRA,Liver,42,NONE,log/2026-06-15T193608_sthelar40x_liver_5class_spatial_lora_r8_a8_lr5e-5_e10_seed42_CLEAN/inference_results.json [1213438 B],NO,NO,NO,YES,KEEP_CRITICAL,NONE,Explicitly referenced by qualitative-figure/QC selection code or report.
run/sthelar40x_liver_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,8422489749,7.844055,2026-06-28T15:47:22+00:00,Tissue-specific 5-class within-slide margin128,FullFT,Liver,42,log/2026-06-27T190145_sthelar40x_liver_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [8397780353 B],log/2026-06-27T190145_sthelar40x_liver_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/inference_results.json [5792794 B]; log/2026-06-27T190145_sthelar40x_liver_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [18736 B]; log/2026-06-27T190145_sthelar40x_liver_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4137 B],YES,NO,NO,NO,KEEP_CRITICAL,NONE,Canonical tissue-specific FullFT/selected-PEFT run with checkpoint or final inference evidence.
run/sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,2908331987,2.708595,2026-06-29T19:58:35+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Liver,42,log/2026-06-28T133237_sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2894596984 B],log/2026-06-28T133237_sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results.json [5768045 B]; log/2026-06-28T133237_sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [18229 B]; log/2026-06-28T133237_sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [3856 B],YES,YES,YES,YES,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest and is a source of a published Hugging Face adapter.
run/sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_V100_RETEST,2908308207,2.708573,2026-06-30T18:24:57+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Liver,42,log/2026-06-30T092727_sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_V100_RETEST/checkpoints/model_best.pth [2894597112 B],log/2026-06-30T092727_sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_V100_RETEST/inference_results.json [5776363 B]; log/2026-06-30T092727_sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_V100_RETEST/inference_results_qc_sweep_Jaccard.json [18199 B]; log/2026-06-30T092727_sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_V100_RETEST/inference_results_qc_sweep_Jaccard_summary.csv [3850 B],YES,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,2908359055,2.708620,2026-07-01T08:15:57+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Liver,43,log/2026-06-30T232558_sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2894597048 B],log/2026-06-30T232558_sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results.json [5782822 B]; log/2026-06-30T232558_sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [18218 B]; log/2026-06-30T232558_sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [3851 B],NO,YES,NO,YES,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_liver_5class_spatial_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN,2903533240,2.704126,2026-06-29T19:58:32+00:00,Liver 5-class spatial exploratory (pre-margin128),VeRA + AdaptFormer + decoder conv adapters,Liver,43,log/2026-06-23T103233_sthelar40x_liver_5class_spatial_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2886744284 B],log/2026-06-23T103233_sthelar40x_liver_5class_spatial_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/inference_results.json [6138078 B]; log/2026-06-23T103233_sthelar40x_liver_5class_spatial_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [18770 B]; log/2026-06-23T103233_sthelar40x_liver_5class_spatial_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4147 B],NO,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_all_lr5e-5_e10_seed42_CLEAN,13684185,0.012744,2026-06-24T13:52:27+00:00,Liver 5-class spatial exploratory (pre-margin128),VeRA + AdaptFormer,Liver,42,NONE,log/2026-06-20T113205_sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_all_lr5e-5_e10_seed42_CLEAN/inference_results.json [1482219 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,2903675919,2.704259,2026-06-29T19:58:32+00:00,Liver 5-class spatial exploratory (pre-margin128),VeRA + AdaptFormer + decoder conv adapters,Liver,42,log/2026-06-20T202033_sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2886717778 B],log/2026-06-20T202033_sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results.json [6173783 B]; log/2026-06-20T202033_sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [18749 B]; log/2026-06-20T202033_sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4108 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,Non-canonical/exploratory checkpoint is costly to recreate and is not proven redundant; retain pending scientific owner review.
run/sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN,2903390939,2.703994,2026-06-29T19:58:35+00:00,Liver 5-class spatial exploratory (pre-margin128),VeRA + AdaptFormer + decoder conv adapters,Liver,43,log/2026-06-23T102340_sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2886731996 B],log/2026-06-23T102340_sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/inference_results.json [6143816 B]; log/2026-06-23T102340_sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [18668 B]; log/2026-06-23T102340_sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4122 B],NO,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,2893301328,2.694597,2026-07-21T16:00:20+00:00,Liver 5-class spatial exploratory (pre-margin128),VeRA + AdaptFormer + NP/HV/NT final heads,Liver,43,log/2026-07-01T231252_sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2879884682 B],log/2026-07-01T231252_sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results.json [6103507 B]; log/2026-07-01T231252_sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [4697 B]; log/2026-07-01T231252_sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [1681 B],NO,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_liver_5class_spatial_vera_r8_a8_decoder_all_lr5e-5_e10_seed42_CLEAN,9682031,0.009017,2026-06-24T13:52:17+00:00,Liver 5-class spatial exploratory (pre-margin128),VeRA,Liver,42,NONE,log/2026-06-20T113205_sthelar40x_liver_5class_spatial_vera_r8_a8_decoder_all_lr5e-5_e10_seed42_CLEAN/inference_results.json [1482409 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_liver_5class_spatial_vit256_lora_adaptformer_r8_a8_gelu_red16_lr5e-5_e10_seed42_CLEAN,5113986,0.004763,2026-06-19T13:07:02+00:00,Liver 5-class spatial exploratory (pre-margin128),LoRA Q/V + AdaptFormer,Liver,42,NONE,NONE,NO,NO,NO,NO,UNKNOWN,NONE,Configuration/log-only run without enough evidence to prove it is safely regenerable or disposable.
run/sthelar40x_liver_9class_slide_adaptformer_gelu_red16_lr5e-5_e10_seed42_CLEAN,12654717,0.011786,2026-06-15T15:07:44+00:00,Single-tissue 9-class slide-split exploratory,AdaptFormer,Liver,42,NONE,log/2026-06-15T100742_sthelar40x_liver_9class_slide_adaptformer_gelu_red16_lr5e-5_e10_seed42_CLEAN/inference_results.json [3775691 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_liver_9class_slide_lora_ntonly_r4_a4_lr5e-5_e10_seed42_CLEAN,9116610,0.008491,2026-06-15T15:07:44+00:00,Single-tissue 9-class slide-split exploratory,LoRA NT-only,Liver,42,NONE,log/2026-06-15T101415_sthelar40x_liver_9class_slide_lora_ntonly_r4_a4_lr5e-5_e10_seed42_CLEAN/inference_results.json [3788484 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
run/sthelar40x_liver_9class_slide_lora_r8_a8_lr5e-5_e10_seed42_CLEAN,12931879,0.012044,2026-06-15T15:07:44+00:00,Single-tissue 9-class slide-split exploratory,LoRA,Liver,42,NONE,log/2026-06-15T100742_sthelar40x_liver_9class_slide_lora_r8_a8_lr5e-5_e10_seed42_CLEAN/inference_results.json [4079874 B],NO,NO,NO,NO,KEEP_USEFUL,NONE,"No checkpoint remains, but inference results preserve otherwise non-reconstructable historical evidence."
